	Area Code	Area	Item	Year Code	Year	Unit	Value	latitude	longitude	country
0	2	Afghanistan	Wheat and products	2017	2017	1000 tonnes	642	33.93911	67.709953	AF
1	2	Afghanistan	Rice and products	2017	2017	1000 tonnes	24	33.93911	67.709953	AF
2	2	Afghanistan	Barley and products	2017	2017	1000 tonnes	14	33.93911	67.709953	AF
3	2	Afghanistan	Maize and products	2017	2017	1000 tonnes	26	33.93911	67.709953	AF
4	2	Afghanistan	Millet and products	2017	2017	1000 tonnes	0	33.93911	67.709953	AF
5	2	Afghanistan	Potatoes and products	2017	2017	1000 tonnes	22	33.93911	67.709953	AF
6	2	Afghanistan	Sugar cane	2017	2017	1000 tonnes	2	33.93911	67.709953	AF
7	2	Afghanistan	Sugar beet	2017	2017	1000 tonnes	0	33.93911	67.709953	AF
8	2	Afghanistan	Honey	2017	2017	1000 tonnes	0	33.93911	67.709953	AF
9	2	Afghanistan	Pulses, Other and products	2017	2017	1000 tonnes	2	33.93911	67.709953	AF
10	2	Afghanistan	Nuts and products	2017	2017	1000 tonnes	2	33.93911	67.709953	AF
11	2	Afghanistan	Sunflower seed	2017	2017	1000 tonnes	0	33.93911	67.709953	AF
12	2	Afghanistan	Sesame seed	2017	2017	1000 tonnes	1	33.93911	67.709953	AF
13	2	Afghanistan	Olives (including preserved)	2017	2017	1000 tonnes	0	33.93911	67.709953	AF
14	2	Afghanistan	Oilcrops, Other	2017	2017	1000 tonnes	0	33.93911	67.709953	AF
15	2	Afghanistan	Onions	2017	2017	1000 tonnes	24	33.93911	67.709953	AF
16	2	Afghanistan	Vegetables, Other	2017	2017	1000 tonnes	215	33.93911	67.709953	AF
17	2	Afghanistan	Oranges, Mandarines	2017	2017	1000 tonnes	0	33.93911	67.709953	AF
18	2	Afghanistan	Citrus, Other	2017	2017	1000 tonnes	2	33.93911	67.709953	AF
19	2	Afghanistan	Apples and products	2017	2017	1000 tonnes	9	33.93911	67.709953	AF
20	2	Afghanistan	Grapes and products (excl wine)	2017	2017	1000 tonnes	48	33.93911	67.709953	AF
21	2	Afghanistan	Fruits, Other	2017	2017	1000 tonnes	21	33.93911	67.709953	AF
22	2	Afghanistan	Spices, Other	2017	2017	1000 tonnes	1	33.93911	67.709953	AF
23	2	Afghanistan	Bovine Meat	2017	2017	1000 tonnes	5	33.93911	67.709953	AF
24	2	Afghanistan	Mutton & Goat Meat	2017	2017	1000 tonnes	9	33.93911	67.709953	AF
25	2	Afghanistan	Poultry Meat	2017	2017	1000 tonnes	2	33.93911	67.709953	AF
26	2	Afghanistan	Meat, Other	2017	2017	1000 tonnes	1	33.93911	67.709953	AF
27	2	Afghanistan	Eggs	2017	2017	1000 tonnes	7	33.93911	67.709953	AF
28	2	Afghanistan	Milk - Excluding Butter	2017	2017	1000 tonnes	67	33.93911	67.709953	AF
29	3	Albania	Wheat and products	2017	2017	1000 tonnes	27	41.153332	20.168331	AL
30	3	Albania	Rice and products	2017	2017	1000 tonnes	0	41.153332	20.168331	AL
31	3	Albania	Barley and products	2017	2017	1000 tonnes	1	41.153332	20.168331	AL
32	3	Albania	Maize and products	2017	2017	1000 tonnes	44	41.153332	20.168331	AL
33	3	Albania	Rye and products	2017	2017	1000 tonnes	1	41.153332	20.168331	AL
34	3	Albania	Oats	2017	2017	1000 tonnes	2	41.153332	20.168331	AL
35	3	Albania	Sorghum and products	2017	2017	1000 tonnes	0	41.153332	20.168331	AL
36	3	Albania	Potatoes and products	2017	2017	1000 tonnes	27	41.153332	20.168331	AL
37	3	Albania	Sugar beet	2017	2017	1000 tonnes	2	41.153332	20.168331	AL
38	3	Albania	Honey	2017	2017	1000 tonnes	0	41.153332	20.168331	AL
39	3	Albania	Beans	2017	2017	1000 tonnes	7	41.153332	20.168331	AL
40	3	Albania	Pulses, Other and products	2017	2017	1000 tonnes	0	41.153332	20.168331	AL
41	3	Albania	Nuts and products	2017	2017	1000 tonnes	1	41.153332	20.168331	AL
42	3	Albania	Soyabeans	2017	2017	1000 tonnes	0	41.153332	20.168331	AL
43	3	Albania	Sunflower seed	2017	2017	1000 tonnes	0	41.153332	20.168331	AL
44	3	Albania	Cottonseed	2017	2017	1000 tonnes	0	41.153332	20.168331	AL
45	3	Albania	Olives (including preserved)	2017	2017	1000 tonnes	2	41.153332	20.168331	AL
46	3	Albania	Tomatoes and products	2017	2017	1000 tonnes	30	41.153332	20.168331	AL
47	3	Albania	Onions	2017	2017	1000 tonnes	12	41.153332	20.168331	AL
48	3	Albania	Vegetables, Other	2017	2017	1000 tonnes	77	41.153332	20.168331	AL
49	3	Albania	Oranges, Mandarines	2017	2017	1000 tonnes	4	41.153332	20.168331	AL
50	3	Albania	Lemons, Limes and products	2017	2017	1000 tonnes	0	41.153332	20.168331	AL
51	3	Albania	Citrus, Other	2017	2017	1000 tonnes	0	41.153332	20.168331	AL
52	3	Albania	Apples and products	2017	2017	1000 tonnes	5	41.153332	20.168331	AL
53	3	Albania	Dates	2017	2017	1000 tonnes	1	41.153332	20.168331	AL
54	3	Albania	Grapes and products (excl wine)	2017	2017	1000 tonnes	2	41.153332	20.168331	AL
55	3	Albania	Fruits, Other	2017	2017	1000 tonnes	10	41.153332	20.168331	AL
56	3	Albania	Offals, Edible	2017	2017	1000 tonnes	0	41.153332	20.168331	AL
57	3	Albania	Fats, Animals, Raw	2017	2017	1000 tonnes	0	41.153332	20.168331	AL
58	3	Albania	Eggs	2017	2017	1000 tonnes	8	41.153332	20.168331	AL
59	3	Albania	Milk - Excluding Butter	2017	2017	1000 tonnes	58	41.153332	20.168331	AL
60	4	Algeria	Wheat and products	2017	2017	1000 tonnes	736	28.033886	1.6596259999999998	DZ
61	4	Algeria	Rice and products	2017	2017	1000 tonnes	0	28.033886	1.6596259999999998	DZ
62	4	Algeria	Barley and products	2017	2017	1000 tonnes	91	28.033886	1.6596259999999998	DZ
63	4	Algeria	Maize and products	2017	2017	1000 tonnes	290	28.033886	1.6596259999999998	DZ
64	4	Algeria	Oats	2017	2017	1000 tonnes	3	28.033886	1.6596259999999998	DZ
65	4	Algeria	Sorghum and products	2017	2017	1000 tonnes	0	28.033886	1.6596259999999998	DZ
66	4	Algeria	Cereals, Other	2017	2017	1000 tonnes	0	28.033886	1.6596259999999998	DZ
67	4	Algeria	Potatoes and products	2017	2017	1000 tonnes	1345	28.033886	1.6596259999999998	DZ
68	4	Algeria	Sugar beet	2017	2017	1000 tonnes	0	28.033886	1.6596259999999998	DZ
69	4	Algeria	Honey	2017	2017	1000 tonnes	0	28.033886	1.6596259999999998	DZ
70	4	Algeria	Beans	2017	2017	1000 tonnes	0	28.033886	1.6596259999999998	DZ
71	4	Algeria	Peas	2017	2017	1000 tonnes	0	28.033886	1.6596259999999998	DZ
72	4	Algeria	Pulses, Other and products	2017	2017	1000 tonnes	5	28.033886	1.6596259999999998	DZ
73	4	Algeria	Nuts and products	2017	2017	1000 tonnes	3	28.033886	1.6596259999999998	DZ
74	4	Algeria	Groundnuts (Shelled Eq)	2017	2017	1000 tonnes	1	28.033886	1.6596259999999998	DZ
75	4	Algeria	Sunflower seed	2017	2017	1000 tonnes	0	28.033886	1.6596259999999998	DZ
76	4	Algeria	Rape and Mustardseed	2017	2017	1000 tonnes	2	28.033886	1.6596259999999998	DZ
77	4	Algeria	Cottonseed	2017	2017	1000 tonnes	0	28.033886	1.6596259999999998	DZ
78	4	Algeria	Olives (including preserved)	2017	2017	1000 tonnes	51	28.033886	1.6596259999999998	DZ
79	4	Algeria	Oilcrops, Other	2017	2017	1000 tonnes	0	28.033886	1.6596259999999998	DZ
80	4	Algeria	Tomatoes and products	2017	2017	1000 tonnes	103	28.033886	1.6596259999999998	DZ
81	4	Algeria	Onions	2017	2017	1000 tonnes	71	28.033886	1.6596259999999998	DZ
82	4	Algeria	Vegetables, Other	2017	2017	1000 tonnes	554	28.033886	1.6596259999999998	DZ
83	4	Algeria	Oranges, Mandarines	2017	2017	1000 tonnes	63	28.033886	1.6596259999999998	DZ
84	4	Algeria	Lemons, Limes and products	2017	2017	1000 tonnes	9	28.033886	1.6596259999999998	DZ
85	4	Algeria	Grapefruit and products	2017	2017	1000 tonnes	0	28.033886	1.6596259999999998	DZ
86	4	Algeria	Citrus, Other	2017	2017	1000 tonnes	0	28.033886	1.6596259999999998	DZ
87	4	Algeria	Bananas	2017	2017	1000 tonnes	10	28.033886	1.6596259999999998	DZ
88	4	Algeria	Apples and products	2017	2017	1000 tonnes	25	28.033886	1.6596259999999998	DZ
89	4	Algeria	Pineapples and products	2017	2017	1000 tonnes	0	28.033886	1.6596259999999998	DZ
90	4	Algeria	Dates	2017	2017	1000 tonnes	42	28.033886	1.6596259999999998	DZ
91	4	Algeria	Grapes and products (excl wine)	2017	2017	1000 tonnes	13	28.033886	1.6596259999999998	DZ
92	4	Algeria	Fruits, Other	2017	2017	1000 tonnes	58	28.033886	1.6596259999999998	DZ
93	4	Algeria	Pimento	2017	2017	1000 tonnes	1	28.033886	1.6596259999999998	DZ
94	4	Algeria	Bovine Meat	2017	2017	1000 tonnes	8	28.033886	1.6596259999999998	DZ
95	4	Algeria	Mutton & Goat Meat	2017	2017	1000 tonnes	14	28.033886	1.6596259999999998	DZ
96	4	Algeria	Pigmeat	2017	2017	1000 tonnes	0	28.033886	1.6596259999999998	DZ
97	4	Algeria	Poultry Meat	2017	2017	1000 tonnes	13	28.033886	1.6596259999999998	DZ
98	4	Algeria	Fats, Animals, Raw	2017	2017	1000 tonnes	0	28.033886	1.6596259999999998	DZ
99	4	Algeria	Eggs	2017	2017	1000 tonnes	12	28.033886	1.6596259999999998	DZ
100	4	Algeria	Milk - Excluding Butter	2017	2017	1000 tonnes	160	28.033886	1.6596259999999998	DZ
101	7	Angola	Wheat and products	2017	2017	1000 tonnes	0	-11.202691999999999	17.873887	AO
102	7	Angola	Rice and products	2017	2017	1000 tonnes	2	-11.202691999999999	17.873887	AO
103	7	Angola	Maize and products	2017	2017	1000 tonnes	365	-11.202691999999999	17.873887	AO
104	7	Angola	Millet and products	2017	2017	1000 tonnes	4	-11.202691999999999	17.873887	AO
105	7	Angola	Sorghum and products	2017	2017	1000 tonnes	13	-11.202691999999999	17.873887	AO
106	7	Angola	Cassava and products	2017	2017	1000 tonnes	1958	-11.202691999999999	17.873887	AO
107	7	Angola	Potatoes and products	2017	2017	1000 tonnes	60	-11.202691999999999	17.873887	AO
108	7	Angola	Sweet potatoes	2017	2017	1000 tonnes	139	-11.202691999999999	17.873887	AO
109	7	Angola	Sugar cane	2017	2017	1000 tonnes	30	-11.202691999999999	17.873887	AO
110	7	Angola	Honey	2017	2017	1000 tonnes	1	-11.202691999999999	17.873887	AO
111	7	Angola	Beans	2017	2017	1000 tonnes	19	-11.202691999999999	17.873887	AO
112	7	Angola	Nuts and products	2017	2017	1000 tonnes	0	-11.202691999999999	17.873887	AO
113	7	Angola	Soyabeans	2017	2017	1000 tonnes	1	-11.202691999999999	17.873887	AO
114	7	Angola	Groundnuts (Shelled Eq)	2017	2017	1000 tonnes	10	-11.202691999999999	17.873887	AO
115	7	Angola	Sunflower seed	2017	2017	1000 tonnes	1	-11.202691999999999	17.873887	AO
116	7	Angola	Cottonseed	2017	2017	1000 tonnes	0	-11.202691999999999	17.873887	AO
117	7	Angola	Sesame seed	2017	2017	1000 tonnes	0	-11.202691999999999	17.873887	AO
118	7	Angola	Tomatoes and products	2017	2017	1000 tonnes	2	-11.202691999999999	17.873887	AO
119	7	Angola	Vegetables, Other	2017	2017	1000 tonnes	92	-11.202691999999999	17.873887	AO
120	7	Angola	Citrus, Other	2017	2017	1000 tonnes	32	-11.202691999999999	17.873887	AO
121	7	Angola	Bananas	2017	2017	1000 tonnes	860	-11.202691999999999	17.873887	AO
122	7	Angola	Pineapples and products	2017	2017	1000 tonnes	73	-11.202691999999999	17.873887	AO
123	7	Angola	Fruits, Other	2017	2017	1000 tonnes	4	-11.202691999999999	17.873887	AO
124	7	Angola	Coffee and products	2017	2017	1000 tonnes	1	-11.202691999999999	17.873887	AO
125	7	Angola	Cocoa Beans and products	2017	2017	1000 tonnes	0	-11.202691999999999	17.873887	AO
126	7	Angola	Beverages, Fermented	2017	2017	1000 tonnes	100	-11.202691999999999	17.873887	AO
127	7	Angola	Bovine Meat	2017	2017	1000 tonnes	5	-11.202691999999999	17.873887	AO
128	7	Angola	Mutton & Goat Meat	2017	2017	1000 tonnes	1	-11.202691999999999	17.873887	AO
129	7	Angola	Pigmeat	2017	2017	1000 tonnes	6	-11.202691999999999	17.873887	AO
130	7	Angola	Poultry Meat	2017	2017	1000 tonnes	2	-11.202691999999999	17.873887	AO
131	7	Angola	Eggs	2017	2017	1000 tonnes	3	-11.202691999999999	17.873887	AO
132	7	Angola	Milk - Excluding Butter	2017	2017	1000 tonnes	11	-11.202691999999999	17.873887	AO
133	8	Antigua and Barbuda	Maize and products	2017	2017	1000 tonnes	0	17.060816	-61.796428000000006	AG
134	8	Antigua and Barbuda	Cassava and products	2017	2017	1000 tonnes	0	17.060816	-61.796428000000006	AG
135	8	Antigua and Barbuda	Potatoes and products	2017	2017	1000 tonnes	0	17.060816	-61.796428000000006	AG
136	8	Antigua and Barbuda	Sweet potatoes	2017	2017	1000 tonnes	0	17.060816	-61.796428000000006	AG
137	8	Antigua and Barbuda	Yams	2017	2017	1000 tonnes	0	17.060816	-61.796428000000006	AG
138	8	Antigua and Barbuda	Roots, Other	2017	2017	1000 tonnes	0	17.060816	-61.796428000000006	AG
139	8	Antigua and Barbuda	Sugar cane	2017	2017	1000 tonnes	0	17.060816	-61.796428000000006	AG
140	8	Antigua and Barbuda	Pulses, Other and products	2017	2017	1000 tonnes	0	17.060816	-61.796428000000006	AG
141	8	Antigua and Barbuda	Tomatoes and products	2017	2017	1000 tonnes	0	17.060816	-61.796428000000006	AG
142	8	Antigua and Barbuda	Onions	2017	2017	1000 tonnes	0	17.060816	-61.796428000000006	AG
143	8	Antigua and Barbuda	Vegetables, Other	2017	2017	1000 tonnes	0	17.060816	-61.796428000000006	AG
144	8	Antigua and Barbuda	Oranges, Mandarines	2017	2017	1000 tonnes	0	17.060816	-61.796428000000006	AG
145	8	Antigua and Barbuda	Lemons, Limes and products	2017	2017	1000 tonnes	0	17.060816	-61.796428000000006	AG
146	8	Antigua and Barbuda	Bananas	2017	2017	1000 tonnes	0	17.060816	-61.796428000000006	AG
147	8	Antigua and Barbuda	Pineapples and products	2017	2017	1000 tonnes	0	17.060816	-61.796428000000006	AG
148	8	Antigua and Barbuda	Fruits, Other	2017	2017	1000 tonnes	1	17.060816	-61.796428000000006	AG
149	8	Antigua and Barbuda	Offals, Edible	2017	2017	1000 tonnes	0	17.060816	-61.796428000000006	AG
150	8	Antigua and Barbuda	Fats, Animals, Raw	2017	2017	1000 tonnes	0	17.060816	-61.796428000000006	AG
151	8	Antigua and Barbuda	Eggs	2017	2017	1000 tonnes	0	17.060816	-61.796428000000006	AG
152	8	Antigua and Barbuda	Milk - Excluding Butter	2017	2017	1000 tonnes	0	17.060816	-61.796428000000006	AG
153	9	Argentina	Wheat and products	2017	2017	1000 tonnes	308	-38.416097	-63.616671999999994	AR
154	9	Argentina	Rice and products	2017	2017	1000 tonnes	27	-38.416097	-63.616671999999994	AR
155	9	Argentina	Barley and products	2017	2017	1000 tonnes	113	-38.416097	-63.616671999999994	AR
156	9	Argentina	Maize and products	2017	2017	1000 tonnes	720	-38.416097	-63.616671999999994	AR
157	9	Argentina	Rye and products	2017	2017	1000 tonnes	2	-38.416097	-63.616671999999994	AR
158	9	Argentina	Oats	2017	2017	1000 tonnes	44	-38.416097	-63.616671999999994	AR
159	9	Argentina	Millet and products	2017	2017	1000 tonnes	0	-38.416097	-63.616671999999994	AR
160	9	Argentina	Sorghum and products	2017	2017	1000 tonnes	51	-38.416097	-63.616671999999994	AR
161	9	Argentina	Cereals, Other	2017	2017	1000 tonnes	3	-38.416097	-63.616671999999994	AR
162	9	Argentina	Cassava and products	2017	2017	1000 tonnes	19	-38.416097	-63.616671999999994	AR
163	9	Argentina	Potatoes and products	2017	2017	1000 tonnes	261	-38.416097	-63.616671999999994	AR
164	9	Argentina	Sweet potatoes	2017	2017	1000 tonnes	31	-38.416097	-63.616671999999994	AR
165	9	Argentina	Sugar cane	2017	2017	1000 tonnes	21	-38.416097	-63.616671999999994	AR
166	9	Argentina	Honey	2017	2017	1000 tonnes	4	-38.416097	-63.616671999999994	AR
167	9	Argentina	Beans	2017	2017	1000 tonnes	7	-38.416097	-63.616671999999994	AR
168	9	Argentina	Peas	2017	2017	1000 tonnes	2	-38.416097	-63.616671999999994	AR
169	9	Argentina	Pulses, Other and products	2017	2017	1000 tonnes	4	-38.416097	-63.616671999999994	AR
170	9	Argentina	Nuts and products	2017	2017	1000 tonnes	1	-38.416097	-63.616671999999994	AR
171	9	Argentina	Soyabeans	2017	2017	1000 tonnes	569	-38.416097	-63.616671999999994	AR
172	9	Argentina	Groundnuts (Shelled Eq)	2017	2017	1000 tonnes	10	-38.416097	-63.616671999999994	AR
173	9	Argentina	Sunflower seed	2017	2017	1000 tonnes	37	-38.416097	-63.616671999999994	AR
174	9	Argentina	Rape and Mustardseed	2017	2017	1000 tonnes	2	-38.416097	-63.616671999999994	AR
175	9	Argentina	Olives (including preserved)	2017	2017	1000 tonnes	19	-38.416097	-63.616671999999994	AR
176	9	Argentina	Oilcrops, Other	2017	2017	1000 tonnes	2	-38.416097	-63.616671999999994	AR
177	9	Argentina	Tomatoes and products	2017	2017	1000 tonnes	68	-38.416097	-63.616671999999994	AR
178	9	Argentina	Onions	2017	2017	1000 tonnes	21	-38.416097	-63.616671999999994	AR
179	9	Argentina	Vegetables, Other	2017	2017	1000 tonnes	276	-38.416097	-63.616671999999994	AR
180	9	Argentina	Oranges, Mandarines	2017	2017	1000 tonnes	153	-38.416097	-63.616671999999994	AR
181	9	Argentina	Lemons, Limes and products	2017	2017	1000 tonnes	173	-38.416097	-63.616671999999994	AR
182	9	Argentina	Grapefruit and products	2017	2017	1000 tonnes	12	-38.416097	-63.616671999999994	AR
183	9	Argentina	Bananas	2017	2017	1000 tonnes	18	-38.416097	-63.616671999999994	AR
184	9	Argentina	Apples and products	2017	2017	1000 tonnes	102	-38.416097	-63.616671999999994	AR
185	9	Argentina	Pineapples and products	2017	2017	1000 tonnes	1	-38.416097	-63.616671999999994	AR
186	9	Argentina	Grapes and products (excl wine)	2017	2017	1000 tonnes	50	-38.416097	-63.616671999999994	AR
187	9	Argentina	Fruits, Other	2017	2017	1000 tonnes	88	-38.416097	-63.616671999999994	AR
188	9	Argentina	Tea (including mate)	2017	2017	1000 tonnes	4	-38.416097	-63.616671999999994	AR
189	9	Argentina	Pimento	2017	2017	1000 tonnes	0	-38.416097	-63.616671999999994	AR
190	9	Argentina	Spices, Other	2017	2017	1000 tonnes	0	-38.416097	-63.616671999999994	AR
191	9	Argentina	Wine	2017	2017	1000 tonnes	64	-38.416097	-63.616671999999994	AR
192	9	Argentina	Bovine Meat	2017	2017	1000 tonnes	142	-38.416097	-63.616671999999994	AR
193	9	Argentina	Mutton & Goat Meat	2017	2017	1000 tonnes	3	-38.416097	-63.616671999999994	AR
194	9	Argentina	Pigmeat	2017	2017	1000 tonnes	28	-38.416097	-63.616671999999994	AR
195	9	Argentina	Poultry Meat	2017	2017	1000 tonnes	106	-38.416097	-63.616671999999994	AR
196	9	Argentina	Meat, Other	2017	2017	1000 tonnes	10	-38.416097	-63.616671999999994	AR
197	9	Argentina	Offals, Edible	2017	2017	1000 tonnes	27	-38.416097	-63.616671999999994	AR
198	9	Argentina	Fats, Animals, Raw	2017	2017	1000 tonnes	11	-38.416097	-63.616671999999994	AR
199	9	Argentina	Eggs	2017	2017	1000 tonnes	41	-38.416097	-63.616671999999994	AR
200	9	Argentina	Milk - Excluding Butter	2017	2017	1000 tonnes	81	-38.416097	-63.616671999999994	AR
201	1	Armenia	Wheat and products	2017	2017	1000 tonnes	10	40.069099	45.038189	AM
202	1	Armenia	Rice and products	2017	2017	1000 tonnes	0	40.069099	45.038189	AM
203	1	Armenia	Barley and products	2017	2017	1000 tonnes	10	40.069099	45.038189	AM
204	1	Armenia	Maize and products	2017	2017	1000 tonnes	4	40.069099	45.038189	AM
205	1	Armenia	Rye and products	2017	2017	1000 tonnes	0	40.069099	45.038189	AM
206	1	Armenia	Oats	2017	2017	1000 tonnes	0	40.069099	45.038189	AM
207	1	Armenia	Cereals, Other	2017	2017	1000 tonnes	1	40.069099	45.038189	AM
208	1	Armenia	Potatoes and products	2017	2017	1000 tonnes	85	40.069099	45.038189	AM
209	1	Armenia	Sugar beet	2017	2017	1000 tonnes	3	40.069099	45.038189	AM
210	1	Armenia	Honey	2017	2017	1000 tonnes	0	40.069099	45.038189	AM
211	1	Armenia	Beans	2017	2017	1000 tonnes	0	40.069099	45.038189	AM
212	1	Armenia	Peas	2017	2017	1000 tonnes	0	40.069099	45.038189	AM
213	1	Armenia	Pulses, Other and products	2017	2017	1000 tonnes	0	40.069099	45.038189	AM
214	1	Armenia	Nuts and products	2017	2017	1000 tonnes	0	40.069099	45.038189	AM
215	1	Armenia	Sunflower seed	2017	2017	1000 tonnes	0	40.069099	45.038189	AM
216	1	Armenia	Oilcrops, Other	2017	2017	1000 tonnes	0	40.069099	45.038189	AM
217	1	Armenia	Tomatoes and products	2017	2017	1000 tonnes	10	40.069099	45.038189	AM
218	1	Armenia	Onions	2017	2017	1000 tonnes	1	40.069099	45.038189	AM
219	1	Armenia	Vegetables, Other	2017	2017	1000 tonnes	58	40.069099	45.038189	AM
220	1	Armenia	Apples and products	2017	2017	1000 tonnes	13	40.069099	45.038189	AM
221	1	Armenia	Grapes and products (excl wine)	2017	2017	1000 tonnes	10	40.069099	45.038189	AM
222	1	Armenia	Fruits, Other	2017	2017	1000 tonnes	27	40.069099	45.038189	AM
223	1	Armenia	Bovine Meat	2017	2017	1000 tonnes	1	40.069099	45.038189	AM
224	1	Armenia	Pigmeat	2017	2017	1000 tonnes	0	40.069099	45.038189	AM
225	1	Armenia	Poultry Meat	2017	2017	1000 tonnes	0	40.069099	45.038189	AM
226	1	Armenia	Offals, Edible	2017	2017	1000 tonnes	1	40.069099	45.038189	AM
227	1	Armenia	Fats, Animals, Raw	2017	2017	1000 tonnes	0	40.069099	45.038189	AM
228	1	Armenia	Eggs	2017	2017	1000 tonnes	1	40.069099	45.038189	AM
229	1	Armenia	Milk - Excluding Butter	2017	2017	1000 tonnes	39	40.069099	45.038189	AM
230	10	Australia	Wheat and products	2017	2017	1000 tonnes	318	-25.274398	133.775136	AU
231	10	Australia	Rice and products	2017	2017	1000 tonnes	8	-25.274398	133.775136	AU
232	10	Australia	Barley and products	2017	2017	1000 tonnes	56	-25.274398	133.775136	AU
233	10	Australia	Maize and products	2017	2017	1000 tonnes	2	-25.274398	133.775136	AU
234	10	Australia	Rye and products	2017	2017	1000 tonnes	2	-25.274398	133.775136	AU
235	10	Australia	Oats	2017	2017	1000 tonnes	45	-25.274398	133.775136	AU
236	10	Australia	Millet and products	2017	2017	1000 tonnes	2	-25.274398	133.775136	AU
237	10	Australia	Sorghum and products	2017	2017	1000 tonnes	56	-25.274398	133.775136	AU
238	10	Australia	Cereals, Other	2017	2017	1000 tonnes	9	-25.274398	133.775136	AU
239	10	Australia	Potatoes and products	2017	2017	1000 tonnes	22	-25.274398	133.775136	AU
240	10	Australia	Sweet potatoes	2017	2017	1000 tonnes	7	-25.274398	133.775136	AU
241	10	Australia	Sugar cane	2017	2017	1000 tonnes	1821	-25.274398	133.775136	AU
242	10	Australia	Honey	2017	2017	1000 tonnes	1	-25.274398	133.775136	AU
243	10	Australia	Beans	2017	2017	1000 tonnes	1	-25.274398	133.775136	AU
244	10	Australia	Peas	2017	2017	1000 tonnes	17	-25.274398	133.775136	AU
245	10	Australia	Pulses, Other and products	2017	2017	1000 tonnes	93	-25.274398	133.775136	AU
246	10	Australia	Nuts and products	2017	2017	1000 tonnes	6	-25.274398	133.775136	AU
247	10	Australia	Soyabeans	2017	2017	1000 tonnes	3	-25.274398	133.775136	AU
248	10	Australia	Groundnuts (Shelled Eq)	2017	2017	1000 tonnes	1	-25.274398	133.775136	AU
249	10	Australia	Sunflower seed	2017	2017	1000 tonnes	2	-25.274398	133.775136	AU
250	10	Australia	Rape and Mustardseed	2017	2017	1000 tonnes	85	-25.274398	133.775136	AU
251	10	Australia	Olives (including preserved)	2017	2017	1000 tonnes	13	-25.274398	133.775136	AU
252	10	Australia	Oilcrops, Other	2017	2017	1000 tonnes	1	-25.274398	133.775136	AU
253	10	Australia	Tomatoes and products	2017	2017	1000 tonnes	38	-25.274398	133.775136	AU
254	10	Australia	Onions	2017	2017	1000 tonnes	13	-25.274398	133.775136	AU
255	10	Australia	Vegetables, Other	2017	2017	1000 tonnes	76	-25.274398	133.775136	AU
256	10	Australia	Oranges, Mandarines	2017	2017	1000 tonnes	5	-25.274398	133.775136	AU
257	10	Australia	Lemons, Limes and products	2017	2017	1000 tonnes	0	-25.274398	133.775136	AU
258	10	Australia	Grapefruit and products	2017	2017	1000 tonnes	0	-25.274398	133.775136	AU
259	10	Australia	Citrus, Other	2017	2017	1000 tonnes	0	-25.274398	133.775136	AU
260	10	Australia	Bananas	2017	2017	1000 tonnes	8	-25.274398	133.775136	AU
261	10	Australia	Apples and products	2017	2017	1000 tonnes	6	-25.274398	133.775136	AU
262	10	Australia	Pineapples and products	2017	2017	1000 tonnes	9	-25.274398	133.775136	AU
263	10	Australia	Grapes and products (excl wine)	2017	2017	1000 tonnes	105	-25.274398	133.775136	AU
264	10	Australia	Fruits, Other	2017	2017	1000 tonnes	19	-25.274398	133.775136	AU
265	10	Australia	Spices, Other	2017	2017	1000 tonnes	0	-25.274398	133.775136	AU
266	10	Australia	Offals, Edible	2017	2017	1000 tonnes	16	-25.274398	133.775136	AU
267	10	Australia	Fats, Animals, Raw	2017	2017	1000 tonnes	6	-25.274398	133.775136	AU
268	10	Australia	Eggs	2017	2017	1000 tonnes	2	-25.274398	133.775136	AU
269	11	Austria	Wheat and products	2017	2017	1000 tonnes	36	47.516231	14.550072	AT
270	11	Austria	Barley and products	2017	2017	1000 tonnes	26	47.516231	14.550072	AT
271	11	Austria	Maize and products	2017	2017	1000 tonnes	64	47.516231	14.550072	AT
272	11	Austria	Rye and products	2017	2017	1000 tonnes	3	47.516231	14.550072	AT
273	11	Austria	Oats	2017	2017	1000 tonnes	3	47.516231	14.550072	AT
274	11	Austria	Millet and products	2017	2017	1000 tonnes	1	47.516231	14.550072	AT
275	11	Austria	Sorghum and products	2017	2017	1000 tonnes	1	47.516231	14.550072	AT
276	11	Austria	Cereals, Other	2017	2017	1000 tonnes	13	47.516231	14.550072	AT
277	11	Austria	Potatoes and products	2017	2017	1000 tonnes	59	47.516231	14.550072	AT
278	11	Austria	Sugar beet	2017	2017	1000 tonnes	149	47.516231	14.550072	AT
279	11	Austria	Honey	2017	2017	1000 tonnes	0	47.516231	14.550072	AT
280	11	Austria	Beans	2017	2017	1000 tonnes	0	47.516231	14.550072	AT
281	11	Austria	Peas	2017	2017	1000 tonnes	0	47.516231	14.550072	AT
282	11	Austria	Pulses, Other and products	2017	2017	1000 tonnes	1	47.516231	14.550072	AT
283	11	Austria	Nuts and products	2017	2017	1000 tonnes	0	47.516231	14.550072	AT
284	11	Austria	Soyabeans	2017	2017	1000 tonnes	6	47.516231	14.550072	AT
285	11	Austria	Sunflower seed	2017	2017	1000 tonnes	2	47.516231	14.550072	AT
286	11	Austria	Rape and Mustardseed	2017	2017	1000 tonnes	5	47.516231	14.550072	AT
287	11	Austria	Oilcrops, Other	2017	2017	1000 tonnes	0	47.516231	14.550072	AT
