Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2511","Wheat and products","2017","2017","1000 tonnes","642","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2805","Rice and products","2017","2017","1000 tonnes","24","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2513","Barley and products","2017","2017","1000 tonnes","14","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2514","Maize and products","2017","2017","1000 tonnes","26","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2517","Millet and products","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2531","Potatoes and products","2017","2017","1000 tonnes","22","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2536","Sugar cane","2017","2017","1000 tonnes","2","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2537","Sugar beet","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2745","Honey","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2549","Pulses, Other and products","2017","2017","1000 tonnes","2","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2551","Nuts and products","2017","2017","1000 tonnes","2","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2557","Sunflower seed","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2561","Sesame seed","2017","2017","1000 tonnes","1","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2563","Olives (including preserved)","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2570","Oilcrops, Other","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2602","Onions","2017","2017","1000 tonnes","24","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2605","Vegetables, Other","2017","2017","1000 tonnes","215","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2611","Oranges, Mandarines","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2614","Citrus, Other","2017","2017","1000 tonnes","2","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2617","Apples and products","2017","2017","1000 tonnes","9","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2620","Grapes and products (excl wine)","2017","2017","1000 tonnes","48","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2625","Fruits, Other","2017","2017","1000 tonnes","21","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2645","Spices, Other","2017","2017","1000 tonnes","1","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2731","Bovine Meat","2017","2017","1000 tonnes","5","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2732","Mutton & Goat Meat","2017","2017","1000 tonnes","9","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2734","Poultry Meat","2017","2017","1000 tonnes","2","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2735","Meat, Other","2017","2017","1000 tonnes","1","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2744","Eggs","2017","2017","1000 tonnes","7","S","Standardized data",""
"FBS","New Food Balances","2","Afghanistan","5123","Losses","2848","Milk - Excluding Butter","2017","2017","1000 tonnes","67","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2511","Wheat and products","2017","2017","1000 tonnes","27","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2805","Rice and products","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2513","Barley and products","2017","2017","1000 tonnes","1","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2514","Maize and products","2017","2017","1000 tonnes","44","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2515","Rye and products","2017","2017","1000 tonnes","1","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2516","Oats","2017","2017","1000 tonnes","2","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2518","Sorghum and products","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2531","Potatoes and products","2017","2017","1000 tonnes","27","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2537","Sugar beet","2017","2017","1000 tonnes","2","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2745","Honey","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2546","Beans","2017","2017","1000 tonnes","7","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2549","Pulses, Other and products","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2551","Nuts and products","2017","2017","1000 tonnes","1","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2555","Soyabeans","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2557","Sunflower seed","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2559","Cottonseed","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2563","Olives (including preserved)","2017","2017","1000 tonnes","2","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2601","Tomatoes and products","2017","2017","1000 tonnes","30","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2602","Onions","2017","2017","1000 tonnes","12","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2605","Vegetables, Other","2017","2017","1000 tonnes","77","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2611","Oranges, Mandarines","2017","2017","1000 tonnes","4","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2612","Lemons, Limes and products","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2614","Citrus, Other","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2617","Apples and products","2017","2017","1000 tonnes","5","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2619","Dates","2017","2017","1000 tonnes","1","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2620","Grapes and products (excl wine)","2017","2017","1000 tonnes","2","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2625","Fruits, Other","2017","2017","1000 tonnes","10","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2736","Offals, Edible","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2737","Fats, Animals, Raw","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2744","Eggs","2017","2017","1000 tonnes","8","S","Standardized data",""
"FBS","New Food Balances","3","Albania","5123","Losses","2848","Milk - Excluding Butter","2017","2017","1000 tonnes","58","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2511","Wheat and products","2017","2017","1000 tonnes","736","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2805","Rice and products","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2513","Barley and products","2017","2017","1000 tonnes","91","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2514","Maize and products","2017","2017","1000 tonnes","290","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2516","Oats","2017","2017","1000 tonnes","3","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2518","Sorghum and products","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2520","Cereals, Other","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2531","Potatoes and products","2017","2017","1000 tonnes","1345","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2537","Sugar beet","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2745","Honey","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2546","Beans","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2547","Peas","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2549","Pulses, Other and products","2017","2017","1000 tonnes","5","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2551","Nuts and products","2017","2017","1000 tonnes","3","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2556","Groundnuts (Shelled Eq)","2017","2017","1000 tonnes","1","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2557","Sunflower seed","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2558","Rape and Mustardseed","2017","2017","1000 tonnes","2","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2559","Cottonseed","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2563","Olives (including preserved)","2017","2017","1000 tonnes","51","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2570","Oilcrops, Other","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2601","Tomatoes and products","2017","2017","1000 tonnes","103","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2602","Onions","2017","2017","1000 tonnes","71","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2605","Vegetables, Other","2017","2017","1000 tonnes","554","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2611","Oranges, Mandarines","2017","2017","1000 tonnes","63","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2612","Lemons, Limes and products","2017","2017","1000 tonnes","9","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2613","Grapefruit and products","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2614","Citrus, Other","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2615","Bananas","2017","2017","1000 tonnes","10","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2617","Apples and products","2017","2017","1000 tonnes","25","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2618","Pineapples and products","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2619","Dates","2017","2017","1000 tonnes","42","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2620","Grapes and products (excl wine)","2017","2017","1000 tonnes","13","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2625","Fruits, Other","2017","2017","1000 tonnes","58","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2641","Pimento","2017","2017","1000 tonnes","1","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2731","Bovine Meat","2017","2017","1000 tonnes","8","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2732","Mutton & Goat Meat","2017","2017","1000 tonnes","14","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2733","Pigmeat","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2734","Poultry Meat","2017","2017","1000 tonnes","13","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2737","Fats, Animals, Raw","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2744","Eggs","2017","2017","1000 tonnes","12","S","Standardized data",""
"FBS","New Food Balances","4","Algeria","5123","Losses","2848","Milk - Excluding Butter","2017","2017","1000 tonnes","160","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2511","Wheat and products","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2805","Rice and products","2017","2017","1000 tonnes","2","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2514","Maize and products","2017","2017","1000 tonnes","365","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2517","Millet and products","2017","2017","1000 tonnes","4","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2518","Sorghum and products","2017","2017","1000 tonnes","13","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2532","Cassava and products","2017","2017","1000 tonnes","1958","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2531","Potatoes and products","2017","2017","1000 tonnes","60","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2533","Sweet potatoes","2017","2017","1000 tonnes","139","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2536","Sugar cane","2017","2017","1000 tonnes","30","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2745","Honey","2017","2017","1000 tonnes","1","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2546","Beans","2017","2017","1000 tonnes","19","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2551","Nuts and products","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2555","Soyabeans","2017","2017","1000 tonnes","1","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2556","Groundnuts (Shelled Eq)","2017","2017","1000 tonnes","10","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2557","Sunflower seed","2017","2017","1000 tonnes","1","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2559","Cottonseed","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2561","Sesame seed","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2601","Tomatoes and products","2017","2017","1000 tonnes","2","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2605","Vegetables, Other","2017","2017","1000 tonnes","92","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2614","Citrus, Other","2017","2017","1000 tonnes","32","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2615","Bananas","2017","2017","1000 tonnes","860","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2618","Pineapples and products","2017","2017","1000 tonnes","73","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2625","Fruits, Other","2017","2017","1000 tonnes","4","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2630","Coffee and products","2017","2017","1000 tonnes","1","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2633","Cocoa Beans and products","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2657","Beverages, Fermented","2017","2017","1000 tonnes","100","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2731","Bovine Meat","2017","2017","1000 tonnes","5","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2732","Mutton & Goat Meat","2017","2017","1000 tonnes","1","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2733","Pigmeat","2017","2017","1000 tonnes","6","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2734","Poultry Meat","2017","2017","1000 tonnes","2","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2744","Eggs","2017","2017","1000 tonnes","3","S","Standardized data",""
"FBS","New Food Balances","7","Angola","5123","Losses","2848","Milk - Excluding Butter","2017","2017","1000 tonnes","11","S","Standardized data",""
"FBS","New Food Balances","8","Antigua and Barbuda","5123","Losses","2514","Maize and products","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","8","Antigua and Barbuda","5123","Losses","2532","Cassava and products","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","8","Antigua and Barbuda","5123","Losses","2531","Potatoes and products","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","8","Antigua and Barbuda","5123","Losses","2533","Sweet potatoes","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","8","Antigua and Barbuda","5123","Losses","2535","Yams","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","8","Antigua and Barbuda","5123","Losses","2534","Roots, Other","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","8","Antigua and Barbuda","5123","Losses","2536","Sugar cane","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","8","Antigua and Barbuda","5123","Losses","2549","Pulses, Other and products","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","8","Antigua and Barbuda","5123","Losses","2601","Tomatoes and products","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","8","Antigua and Barbuda","5123","Losses","2602","Onions","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","8","Antigua and Barbuda","5123","Losses","2605","Vegetables, Other","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","8","Antigua and Barbuda","5123","Losses","2611","Oranges, Mandarines","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","8","Antigua and Barbuda","5123","Losses","2612","Lemons, Limes and products","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","8","Antigua and Barbuda","5123","Losses","2615","Bananas","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","8","Antigua and Barbuda","5123","Losses","2618","Pineapples and products","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","8","Antigua and Barbuda","5123","Losses","2625","Fruits, Other","2017","2017","1000 tonnes","1","S","Standardized data",""
"FBS","New Food Balances","8","Antigua and Barbuda","5123","Losses","2736","Offals, Edible","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","8","Antigua and Barbuda","5123","Losses","2737","Fats, Animals, Raw","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","8","Antigua and Barbuda","5123","Losses","2744","Eggs","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","8","Antigua and Barbuda","5123","Losses","2848","Milk - Excluding Butter","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2511","Wheat and products","2017","2017","1000 tonnes","308","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2805","Rice and products","2017","2017","1000 tonnes","27","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2513","Barley and products","2017","2017","1000 tonnes","113","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2514","Maize and products","2017","2017","1000 tonnes","720","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2515","Rye and products","2017","2017","1000 tonnes","2","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2516","Oats","2017","2017","1000 tonnes","44","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2517","Millet and products","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2518","Sorghum and products","2017","2017","1000 tonnes","51","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2520","Cereals, Other","2017","2017","1000 tonnes","3","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2532","Cassava and products","2017","2017","1000 tonnes","19","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2531","Potatoes and products","2017","2017","1000 tonnes","261","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2533","Sweet potatoes","2017","2017","1000 tonnes","31","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2536","Sugar cane","2017","2017","1000 tonnes","21","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2745","Honey","2017","2017","1000 tonnes","4","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2546","Beans","2017","2017","1000 tonnes","7","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2547","Peas","2017","2017","1000 tonnes","2","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2549","Pulses, Other and products","2017","2017","1000 tonnes","4","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2551","Nuts and products","2017","2017","1000 tonnes","1","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2555","Soyabeans","2017","2017","1000 tonnes","569","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2556","Groundnuts (Shelled Eq)","2017","2017","1000 tonnes","10","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2557","Sunflower seed","2017","2017","1000 tonnes","37","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2558","Rape and Mustardseed","2017","2017","1000 tonnes","2","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2563","Olives (including preserved)","2017","2017","1000 tonnes","19","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2570","Oilcrops, Other","2017","2017","1000 tonnes","2","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2601","Tomatoes and products","2017","2017","1000 tonnes","68","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2602","Onions","2017","2017","1000 tonnes","21","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2605","Vegetables, Other","2017","2017","1000 tonnes","276","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2611","Oranges, Mandarines","2017","2017","1000 tonnes","153","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2612","Lemons, Limes and products","2017","2017","1000 tonnes","173","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2613","Grapefruit and products","2017","2017","1000 tonnes","12","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2615","Bananas","2017","2017","1000 tonnes","18","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2617","Apples and products","2017","2017","1000 tonnes","102","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2618","Pineapples and products","2017","2017","1000 tonnes","1","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2620","Grapes and products (excl wine)","2017","2017","1000 tonnes","50","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2625","Fruits, Other","2017","2017","1000 tonnes","88","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2635","Tea (including mate)","2017","2017","1000 tonnes","4","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2641","Pimento","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2645","Spices, Other","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2655","Wine","2017","2017","1000 tonnes","64","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2731","Bovine Meat","2017","2017","1000 tonnes","142","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2732","Mutton & Goat Meat","2017","2017","1000 tonnes","3","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2733","Pigmeat","2017","2017","1000 tonnes","28","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2734","Poultry Meat","2017","2017","1000 tonnes","106","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2735","Meat, Other","2017","2017","1000 tonnes","10","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2736","Offals, Edible","2017","2017","1000 tonnes","27","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2737","Fats, Animals, Raw","2017","2017","1000 tonnes","11","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2744","Eggs","2017","2017","1000 tonnes","41","S","Standardized data",""
"FBS","New Food Balances","9","Argentina","5123","Losses","2848","Milk - Excluding Butter","2017","2017","1000 tonnes","81","S","Standardized data",""
"FBS","New Food Balances","1","Armenia","5123","Losses","2511","Wheat and products","2017","2017","1000 tonnes","10","S","Standardized data",""
"FBS","New Food Balances","1","Armenia","5123","Losses","2805","Rice and products","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","1","Armenia","5123","Losses","2513","Barley and products","2017","2017","1000 tonnes","10","S","Standardized data",""
"FBS","New Food Balances","1","Armenia","5123","Losses","2514","Maize and products","2017","2017","1000 tonnes","4","S","Standardized data",""
"FBS","New Food Balances","1","Armenia","5123","Losses","2515","Rye and products","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","1","Armenia","5123","Losses","2516","Oats","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","1","Armenia","5123","Losses","2520","Cereals, Other","2017","2017","1000 tonnes","1","S","Standardized data",""
"FBS","New Food Balances","1","Armenia","5123","Losses","2531","Potatoes and products","2017","2017","1000 tonnes","85","S","Standardized data",""
"FBS","New Food Balances","1","Armenia","5123","Losses","2537","Sugar beet","2017","2017","1000 tonnes","3","S","Standardized data",""
"FBS","New Food Balances","1","Armenia","5123","Losses","2745","Honey","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","1","Armenia","5123","Losses","2546","Beans","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","1","Armenia","5123","Losses","2547","Peas","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","1","Armenia","5123","Losses","2549","Pulses, Other and products","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","1","Armenia","5123","Losses","2551","Nuts and products","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","1","Armenia","5123","Losses","2557","Sunflower seed","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","1","Armenia","5123","Losses","2570","Oilcrops, Other","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","1","Armenia","5123","Losses","2601","Tomatoes and products","2017","2017","1000 tonnes","10","S","Standardized data",""
"FBS","New Food Balances","1","Armenia","5123","Losses","2602","Onions","2017","2017","1000 tonnes","1","S","Standardized data",""
"FBS","New Food Balances","1","Armenia","5123","Losses","2605","Vegetables, Other","2017","2017","1000 tonnes","58","S","Standardized data",""
